sku,barcode,category,subcategory,product_name,variant_name,net_content,selling_unit,retail_price_dzd,purchase_price_dzd,supplier_code,purchase_unit,units_per_purchase_unit,shelf_life_days,base_daily_rate,seasonality_profile,substitutability_tier
GDZ-0375,2000000003757,Détergents & Produits d'Entretien,Javel & Nettoyants,Nettoyant Sol Maxis,Nettoyant Sol Citron Bouteille 1.5L,1500 ml,piece,260.00,167.07,SUP-DROG,carton,10,,0.461,cleaning,2
GDZ-0376,2000000003764,Détergents & Produits d'Entretien,Javel & Nettoyants,Nettoyant Sol Maxis,Nettoyant Sol Fraîcheur Marine 1.5L,1500 ml,piece,250.00,165.45,SUP-DROG,carton,10,,0.442,cleaning,2
GDZ-0377,2000000003771,Détergents & Produits d'Entretien,Accessoires Ménagers,Accessoires Ménage Algérie,Éponges Grattantes Pack 3p,3 pcs,piece,96.00,61.63,SUP-DROG,carton,24,,0.585,cleaning,1
GDZ-0378,2000000003788,Détergents & Produits d'Entretien,Accessoires Ménagers,Accessoires Ménage Algérie,Éponge Spirale Inox Pack 2p,2 pcs,piece,80.00,54.52,SUP-DROG,carton,24,,0.302,cleaning,1
GDZ-0379,2000000003795,Détergents & Produits d'Entretien,Accessoires Ménagers,Accessoires Ménage Algérie,Gants Ménagers Latex Taille M,1 pcs,piece,211.00,131.21,SUP-DROG,carton,24,,0.445,cleaning,1
GDZ-0380,2000000003801,Détergents & Produits d'Entretien,Accessoires Ménagers,Accessoires Ménage Algérie,Gants Ménagers Latex Taille L,1 pcs,piece,200.00,135.56,SUP-DROG,carton,24,,0.206,cleaning,1
GDZ-0381,2000000003818,Détergents & Produits d'Entretien,Accessoires Ménagers,Accessoires Ménage Algérie,Serpillère Microfibre 1 pièce,1 pcs,piece,264.00,172.47,SUP-DROG,carton,24,,0.095,cleaning,1
GDZ-0382,2000000003825,Détergents & Produits d'Entretien,Accessoires Ménagers,Accessoires Ménage Algérie,Sachets Poubelle 30L Rouleau 10p,10 pcs,piece,130.00,86.51,SUP-DROG,carton,24,,0.508,cleaning,1
GDZ-0383,2000000003832,Détergents & Produits d'Entretien,Accessoires Ménagers,Accessoires Ménage Algérie,Sachets Poubelle 50L Rouleau 10p,10 pcs,piece,160.00,100.81,SUP-DROG,carton,24,,0.283,cleaning,1
GDZ-0384,2000000003849,Détergents & Produits d'Entretien,Désodorisants,Désodorisant d'Intérieur Groom,Spray Désodorisant Jasmin 300ml,300 ml,piece,310.00,192.79,SUP-DROG,carton,12,,0.247,cleaning,1
GDZ-0385,2000000003856,Détergents & Produits d'Entretien,Désodorisants,Désodorisant d'Intérieur Groom,Spray Désodorisant Rose 300ml,300 ml,piece,300.00,194.23,SUP-DROG,carton,12,,0.224,cleaning,1
GDZ-0386,2000000003863,Détergents & Produits d'Entretien,Désodorisants,Désodorisant d'Intérieur Groom,Spray Désodorisant Lavande 300ml,300 ml,piece,324.00,216.09,SUP-DROG,carton,12,,0.170,cleaning,1
GDZ-0387,2000000003870,Détergents & Produits d'Entretien,Désodorisants,Désodorisant d'Intérieur Air Wick,Spray Désodorisant 300ml,300 ml,piece,540.00,367.02,SUP-DROG,carton,12,,0.076,cleaning,1
GDZ-0388,2000000003887,Détergents & Produits d'Entretien,Javel & Nettoyants,Nettoyants Spécifiques,Nettoyant Vitres Groom Spray 500ml,500 ml,piece,270.00,184.52,SUP-DROG,carton,12,,0.159,cleaning,2
GDZ-0389,2000000003894,Détergents & Produits d'Entretien,Javel & Nettoyants,Nettoyants Spécifiques,Nettoyant Vitres Poly Star Spray 500ml,500 ml,piece,253.00,162.37,SUP-DROG,carton,12,,0.189,cleaning,2
GDZ-0390,2000000003900,Détergents & Produits d'Entretien,Javel & Nettoyants,Nettoyants Spécifiques,Gel Déboucheur Ouragan 1L,1000 ml,piece,344.00,216.21,SUP-DROG,carton,12,,0.121,cleaning,2
GDZ-0391,2000000003917,Détergents & Produits d'Entretien,Javel & Nettoyants,Nettoyants Spécifiques,Déboucheur Canalisations Poly Star 1L,1000 ml,piece,310.00,198.58,SUP-DROG,carton,12,,0.137,cleaning,2
GDZ-0392,2000000003924,Détergents & Produits d'Entretien,Insecticides,Insecticides Cobra,Cobra Spray Insectes Volants 300ml,300 ml,piece,460.00,294.44,SUP-DROG,carton,12,,0.269,insecticide_summer,2
GDZ-0393,2000000003931,Détergents & Produits d'Entretien,Insecticides,Insecticides Cobra,Cobra Spray Insectes Rampants 300ml,300 ml,piece,470.00,294.40,SUP-DROG,carton,12,,0.161,insecticide_summer,2
GDZ-0394,2000000003948,Détergents & Produits d'Entretien,Insecticides,Insecticides Riad,Riad Spray Multi-Insectes 300ml,300 ml,piece,460.00,306.91,SUP-DROG,carton,12,,0.250,insecticide_summer,2
GDZ-0395,2000000003955,Détergents & Produits d'Entretien,Insecticides,Insecticides Pif Paf,Pif Paf Diffuseur Électrique 30 nuits,1 pcs,piece,640.00,410.88,SUP-DROG,carton,12,,0.431,insecticide_summer,2
GDZ-0396,2000000003962,Détergents & Produits d'Entretien,Insecticides,Insecticides Pif Paf,Pif Paf Recharge Liquide 30 nuits,1 pcs,piece,440.00,274.40,SUP-DROG,carton,12,,0.245,insecticide_summer,2
GDZ-0397,2000000003979,Détergents & Produits d'Entretien,Insecticides,Insecticides Algérie,Poudre Anti-Fourmis Sachet 100g,100 g,piece,150.00,97.55,SUP-DROG,carton,12,,0.207,insecticide_summer,2
GDZ-0398,2000000003986,Détergents & Produits d'Entretien,Insecticides,Insecticides Algérie,Serpatout Raticide Sachet 150g,150 g,piece,210.00,137.81,SUP-DROG,carton,12,,0.225,insecticide_summer,2
GDZ-0399,2000000003993,Détergents & Produits d'Entretien,Insecticides,Insecticides Algérie,Tablettes Moustiques Boîte 20p,20 pcs,piece,170.00,116.94,SUP-DROG,carton,12,,0.464,insecticide_summer,2
